Unnamed: 0,pregunta,opciones,respuesta,argumento,referencia
351,Un usuario es un nuevo propietario de una cuenta de AWS que no tiene requisitos de acceso especiales. ¿Qué debe hacer este usuario con las claves de acceso del usuario raíz de la cuenta de AWS?,"A. Comparta las claves con todos los usuarios internos relevantes para que esos usuarios puedan acceder mediante programación a los servicios de AWS.
B. Publicar las claves en GitHub para proporcionar a los equipos de desarrollo acceso a los servicios de AWS.
C. Utilice las claves para acceder, pero no las comparta con nadie.
D. Eliminar las claves y crear usuarios de IAM.","C. Utilice las claves para acceder, pero no las comparta con nadie.","Le recomendamos encarecidamente que no utilice el usuario root para sus tareas cotidianas, ni siquiera las administrativas. En su lugar, siga la práctica recomendada de utilizar el usuario raíz únicamente para crear su primer usuario de IAM. Luego, guarde de forma segura las credenciales del usuario raíz y utilícelas para realizar solo unas pocas tareas de administración de cuentas y servicios.",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html
352,¿Qué servicio de AWS permite compartir archivos entre varias instancias de Amazon EC2?,"A. Conexión directa de AWS.
B. Borde de bola de nieve de AWS.
C. Copia de seguridad de AWS.
D. Sistema de archivos elástico de Amazon (Amazon EFS).",D. Sistema de archivos elástico de Amazon (Amazon EFS).,"Varias instancias informáticas, incluidas Amazon EC2, Amazon ECS y AWS Lambda, pueden acceder a un sistema de archivos de Amazon EFS al mismo tiempo. Por lo tanto, un sistema de archivos EFS puede proporcionar una fuente de datos común para cargas de trabajo y aplicaciones que se ejecutan en más de una instancia informática o servidor.",https://docs.aws.amazon.com/efs/latest/ug/whatisefs.html
353,"Una empresa ejecuta y administra su propio entorno Docker en instancias Amazon EC2. La empresa quiere una alternativa para ayudar a gestionar el tamaño, la programación y el mantenimiento del entorno del clúster. ¿Qué servicio de AWS cumple con estos requisitos?","A. AWS Lambda.
B. Amazon RDS.
C. AWS Fargate.
D. Amazon Athena.",C. AWS Fargate.,"AWS Fargate es un motor informático sin servidor para contenedores que funciona tanto con Amazon Elastic Container Service (ECS) como con Elastic Kubernetes Service (EKS). Permite a los usuarios ejecutar contenedores sin administrar las instancias EC2 subyacentes, lo que lo convierte en una buena opción para administrar el tamaño del clúster, la programación y el mantenimiento del entorno. Con Fargate, los usuarios solo necesitan definir sus contenedores y los recursos necesarios, y Fargate se encargará del resto, incluido el escalado, la aplicación de parches y la supervisión. Por tanto, Fargate es el servicio de AWS que mejor se adapta a los requisitos de la empresa.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/36/
354,¿Qué bases de datos están disponibles en Amazon RDS? (Escoge dos.),"A. Sybase.
B. Servidor Microsoft SQL.
C. IBM DB2.
D. MongoDB.
E. PostgreSQL.","B. Servidor Microsoft SQL.
E. PostgreSQL.","Microsoft SQL Server (opción B): Amazon RDS admite varias ediciones de Microsoft SQL Server, incluidas las ediciones Express, Web, Standard y Enterprise. Esto le permite configurar, operar y escalar fácilmente una base de datos de SQL Server en la nube. PostgreSQL (Opción E): Amazon RDS también admite PostgreSQL, que es un potente sistema de administración de bases de datos relacionales de código abierto. RDS facilita la configuración, operación y escalado de bases de datos PostgreSQL.",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html
355,¿Qué característica o clase de almacenamiento de Amazon S3 utiliza la red troncal de AWS y las ubicaciones de borde para reducir las latencias desde el usuario final hasta Amazon S3?,"A. Replicación entre regiones de S3.
B. Aceleración de transferencia S3.
C. Notificaciones de eventos S3.
D. S3 Estándar-Acceso poco frecuente (S3 Estándar-IA).",B. Aceleración de transferencia S3.,"S3 Transfer Acceleration mejora el rendimiento de las transferencias al enrutar el tráfico a través de las ubicaciones de borde distribuidas globalmente de Amazon CloudFront y a través de las redes troncales de AWS, y mediante el uso de optimizaciones de protocolos de red.",https://medium.com/awesome-cloud/aws-amazon-s3-transfer-acceleration-overview-6baa7b029c27
356,¿Qué principios de diseño del marco de buena arquitectura de AWS ayudan a aumentar la confiabilidad? (Escoge dos.),"A. Recuperarse automáticamente de una falla.
B. Habilitar la trazabilidad.
C. Escale horizontalmente para aumentar la disponibilidad de la carga de trabajo.
D. Automatizar las mejores prácticas de seguridad.
E. Mantener a las personas alejadas de los datos.","A. Recuperarse automáticamente de una falla.
C. Escale horizontalmente para aumentar la disponibilidad de la carga de trabajo.","Recuperarse automáticamente de un error: este principio se centra en la capacidad de la carga de trabajo para recuperarse automáticamente de un error. Implica identificar posibles puntos de falla y diseñar sistemas que puedan recuperarse automáticamente de ellos. Escale horizontalmente para aumentar la disponibilidad de la carga de trabajo: este principio implica diseñar sistemas que puedan escalarse horizontalmente automáticamente para aumentar la disponibilidad. Al distribuir la carga de trabajo entre varias instancias, el sistema puede manejar un mayor tráfico y brindar una experiencia más confiable a los usuarios.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/36/
357,La gerencia de una gran empresa quiere evitar contratos a largo plazo y está interesada en AWS para pasar de costos fijos a costos variables. ¿Cuál es la propuesta de valor de AWS para esta empresa?,"A. Economía de escala.
B. Precios de pago por uso.
C. Descuentos por volumen.
D. Optimización de costos.",B. Precios de pago por uso.,"AWS le ofrece un enfoque de pago por uso para fijar los precios de la gran mayoría de nuestros servicios en la nube. Con AWS, usted paga solo por los servicios individuales que necesita, mientras los utilice y sin necesidad de contratos a largo plazo ni licencias complejas. El precio de AWS es similar a cómo se pagan los servicios públicos como el agua y la electricidad. Solo pagas por los servicios que consumes, y una vez que dejas de usarlos, no hay costos adicionales ni cargos por cancelación.",https://aws.amazon.com/pricing/?aws-products-pricing.sort-by=item.additionalFields.productNameLowercase&aws-products-pricing.sort-order=asc&awsf.Free%20Tier%20Type=*all&awsf.tech- categoría=*todos
358,¿Qué servicio de AWS debería utilizar una empresa para desacoplar grandes aplicaciones monolíticas en componentes de microservicios más pequeños?,"A. Conexión directa de AWS.
B. Vela de luz de Amazon.
C. Servicio de cola simple de Amazon (Amazon SQS).
D. Amazon CloudWatch.",C. Servicio de cola simple de Amazon (Amazon SQS).,"Amazon Simple Queue Service (SQS) es un servicio de cola de mensajes administrado que los profesionales técnicos y los desarrolladores utilizan para enviar, almacenar y recuperar múltiples mensajes de varios tamaños de forma asincrónica. El servicio permite a los usuarios desacoplar microservicios individuales, sistemas distribuidos y aplicaciones sin servidor entre sí y escalarlos sin necesidad de que el usuario establezca y mantenga sus propias colas de mensajes.",https://www.techtarget.com/searchaws/definition/Amazon-Simple-Queue-Service-SQS
359,El administrador del sistema de una empresa descubre que alguien inició sesión en la cuenta de AWS de la empresa durante el fin de semana y canceló una instancia de Amazon EC2. ¿Qué servicio de AWS debería utilizar el administrador del sistema para identificar quién realizó este cambio?,"A. Amazon Inspector.
B. Punto de referencia de Amazon.
C. AWS CloudTrail.
D. AWS Trusted Advisor.",C. AWS CloudTrail.,"Puede solucionar problemas operativos aprovechando el historial de llamadas de la API de Amazon producido por Amazon CloudTrail. Por ejemplo, puede identificar rápidamente los cambios más recientes realizados en los recursos de su entorno, incluida la creación, modificación y eliminación de recursos de Amazon Web Services (por ejemplo, instancias de Amazon EC2, grupos de seguridad de Amazon VPC y volúmenes de Amazon EBS).",https://www.amazonaws.cn/en/cloudtrail/#:~:text=Amazon%20CloudTrail%20increases%20visibility%20dentro y%20cuando%20las%20llamadas%20ocurrieron.
360,"¿Qué servicio o herramienta de AWS enumera todos los usuarios de una cuenta e informa sobre el estado de los detalles de la cuenta, incluidas contraseñas, claves de acceso y dispositivos de autenticación multifactor (MFA)?","A. AWS Shield.
B. AWS Trusted Advisor.
C. Amazon Inspector.
D. Informe de credenciales de IAM.",D. Informe de credenciales de IAM.,"Puede generar y descargar un informe de credenciales que enumere todos los usuarios de su cuenta y el estado de sus distintas credenciales, incluidas contraseñas, claves de acceso y dispositivos MFA. Puede obtener un informe de credenciales desde la Consola de administración de AWS, los SDK de AWS y las herramientas de línea de comandos o la API de IAM.",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html
361,¿Qué servicio de AWS ofrece detección de amenazas y monitorea continuamente la actividad maliciosa y el comportamiento no autorizado en las cuentas de AWS?,"A. Amazon Macie.
B. Configuración de AWS.
C. Amazon GuardDuty.
D. Amazon Inspector.",C. Amazon GuardDuty.,"Amazon GuardDuty es un servicio de detección de amenazas que monitorea continuamente sus cuentas y cargas de trabajo de AWS en busca de actividad maliciosa y ofrece hallazgos de seguridad detallados para visibilidad y corrección. Supervise continuamente sus cuentas, instancias, cargas de trabajo de contenedores y sin servidor, usuarios, bases de datos y almacenamiento de AWS para detectar posibles amenazas.",https://aws.amazon.com/guardduty/
362,"Una empresa necesita utilizar Amazon S3 para almacenar archivos de audio de 5 megabytes cada uno. La empresa rara vez accederá a los archivos, pero debe poder recuperarlos de inmediato. ¿Qué clase de almacenamiento S3 cumplirá estos requisitos de manera MÁS rentable?","A. Estándar S3.
B. S3 Estándar-Acceso poco frecuente (S3 Estándar-IA).
C. Recuperación flexible del glaciar S3.
D. Archivo profundo del glaciar S3.",B. S3 Estándar-Acceso poco frecuente (S3 Estándar-IA).,"S3 Standard-IA es para datos a los que se accede con menos frecuencia, pero que requieren un acceso rápido cuando es necesario. S3 Standard-IA ofrece la alta durabilidad, el alto rendimiento y la baja latencia de S3 Standard, con un precio de almacenamiento por GB y un cargo de recuperación por GB bajos. Esta combinación de bajo costo y alto rendimiento hace que S3 Standard-IA sea ideal para almacenamiento a largo plazo, copias de seguridad y como almacén de datos para archivos de recuperación ante desastres.",https://aws.amazon.com/s3/storage-classes/
363,Un usuario desea controlar los servicios de AWS mediante la CLI de AWS. ¿Cuáles son las credenciales de seguridad MÍNIMAS que el usuario necesita para lograr este objetivo?,"A. Nombre de usuario y contraseña de la cuenta de AWS.
B. Autenticación multifactor (MFA).
C. Claves de acceso.
D. Pares de claves.",C. Claves de acceso.,"Puede utilizar claves de acceso para firmar solicitudes programáticas en la CLI de AWS o la API de AWS (directamente o mediante el SDK de AWS). Las claves de acceso constan de dos partes: un ID de clave de acceso (por ejemplo, AKIAIOSFODNN7EXAMPLE) y una clave de acceso secreta. Debe utilizar tanto el ID de la clave de acceso como la clave de acceso secreta juntas para autenticar sus solicitudes.",https://docs.aws.amazon.com/cli/latest/userguide/cli-security-iam.html
364,"Una empresa detuvo todas sus instancias de Amazon EC2, pero se siguen generando cargos de facturación mensual. ¿Qué podría estar causando esto? (Escoge dos.)","A. Cargos de almacenamiento de Amazon Elastic Block Store (Amazon EBS).
B. Cargos del sistema operativo.
C. Cargos por hardware.
D. Cargos de propiedad intelectual elásticos.
E. Cargos de entrada/salida (E/S).","A. Cargos por almacenamiento de Amazon Elastic Block Store (Amazon EBS).
D. Cargos de propiedad intelectual elásticos.","A. Cargos por almacenamiento de Amazon Elastic Block Store (Amazon EBS) D. Cargos por IP elástica. Estos dos son cobrables incluso cuando la instancia no se está ejecutando. Una vez que se cierran las instancias, EBS y Elastic IP deben eliminarse para evitar que se les cobre.",https://aws.amazon.com/premiumsupport/knowledge-center/ec2-billing-terminate/
365,Una empresa ha configurado su infraestructura de TI en la nube de AWS. La empresa desea recibir informes detallados que desglosen los costos de AWS por horas. Los informes deben colocarse en un depósito de Amazon S3. ¿Qué herramienta de AWS cumplirá con estos requisitos?,"A. AWS Cost and Usage Reports.
B. AWS Pricing Calculator.
C. AWS Cost Explorer.
D. AWS Budgets.",A. AWS Cost and Usage Reports.,"Puede recibir informes que desglosan sus costos por hora, día o mes, por producto o recurso de producto, o por etiquetas que usted mismo defina. AWS actualiza el informe en su depósito una vez al día en formato de valores separados por comas (CSV).",https://docs.aws.amazon.com/cur/latest/userguide/what-is-cur.html
366,¿Qué servicio o característica de AWS permite a los usuarios bloquear el tráfico entrante o saliente asociado con direcciones IP específicas que fluyen a través de una VPC?,"A. ACL de red.
B. Security groups.
C. Gestión de acceso e identidad de AWS (IAM).
D. AWS WAF.",A. ACL de red.,"Los grupos de seguridad están vinculados a una instancia, mientras que las ACL de red están vinculadas a la subred. Las ACL de red se aplican a nivel de subred, por lo que cualquier instancia en la subred con una NACL asociada seguirá las reglas de NACL. Ese no es el caso con los grupos de seguridad, los grupos de seguridad deben asignarse explícitamente a la instancia.","https://medium.com/awesome-cloud/aws-difference-between-security-groups-and-network-acls-adc632ea29ae#:~:text=Security%20groups%20are,to%20the%20instance"
367,"¿Qué es SIEMPRE responsable de gestionar el cliente, según el modelo de responsabilidad compartida de AWS?","A. Licencias de software.
B. Redes.
C. Datos del cliente.
D. Claves de cifrado.",C. Datos del cliente.,"Los clientes son responsables de administrar sus datos (incluidas las opciones de cifrado), clasificar sus activos y utilizar herramientas de IAM para aplicar los permisos adecuados.",https://aws.amazon.com/compliance/shared-responsibility-model/#:~:text=Customers%20are%20responsible%20for%20managing%20their%20data%20(incluyendo%20encryption%20options)%2C%20classifying %20sus%20activos%2C%20y%20usando%20IAM%20herramientas%20a%20aplican%20los%20permisos%20apropiados.
368,¿Qué Instancia reservada (RI) proporciona el MAYOR ahorro de costos promedio en comparación con una Instancia bajo demanda?,"A. 1 año, sin pago inicial, RI estándar.
B. RI convertible, todo por adelantado, de 1 año.
C. RI estándar, todo por adelantado, por 3 años.
D. RI convertible a 3 años, sin pago inicial.","C. RI estándar, todo por adelantado, por 3 años.","Cuando se trata de Instancias Reservadas (RI), cuanto más largo sea el plazo y mayor sea el pago inicial realizado, mayor será el ahorro de costos promedio en comparación con una Instancia Bajo Demanda. La RI estándar, All Upfront, de 3 años proporciona el mayor ahorro de costos promedio en comparación con una instancia bajo demanda. Esta opción le permite comprometerse a un plazo de 3 años, pagar el plazo completo por adelantado y recibir el mayor nivel de ahorro. Esta opción es ideal para cargas de trabajo predecibles que se pueden planificar y gestionar durante un período de tiempo más largo.",https://aws.amazon.com/ec2/pricing/reserved-instances/pricing/
369,¿A cuál de los siguientes se refiere la elasticidad en la nube de AWS? (Escoge dos.),"A. Qué tan rápido se puede reiniciar una instancia Amazon EC2.
B. La capacidad de redimensionar los recursos a medida que cambia la demanda.
C. La cantidad máxima de RAM que puede utilizar una instancia Amazon EC2.
D. El modelo de facturación de pago por uso.
E. Con qué facilidad se pueden obtener recursos cuando se necesitan.","B. La capacidad de redimensionar los recursos a medida que cambia la demanda.
E. Con qué facilidad se pueden obtener recursos cuando se necesitan.","La capacidad de adquirir recursos cuando los necesite y liberarlos cuando ya no los necesite. En la nube, querrás hacer esto automáticamente. La mayoría de las personas, cuando piensan en la computación en la nube, piensan en la facilidad con la que pueden adquirir recursos cuando los necesitan. Este es sólo un aspecto de la elasticidad. El otro aspecto es contratar cuando ya no necesiten recursos. Ampliar y ampliar. Ampliar y reducir.",https://wa.aws.amazon.com/wat.concept.elasticity.en.html
370,Una empresa tiene un conjunto de aplicaciones de comercio electrónico. Las aplicaciones deben poder enviarse mensajes entre sí. ¿Qué servicio de AWS cumple con este requisito?,"A. Escala automática de AWS.
B. Equilibrio de carga elástico.
C. Servicio de cola simple de Amazon (Amazon SQS).
D. Flujos de datos de Amazon Kinesis.",C. Servicio de cola simple de Amazon (Amazon SQS).,"Amazon Simple Queue Service (Amazon SQS) le permite enviar, almacenar y recibir mensajes entre componentes de software en cualquier volumen, sin perder mensajes ni requerir que otros servicios estén disponibles.",https://aws.amazon.com/sqs/
371,Una empresa quiere recibir alertas cuando los recursos que se lanzan en la cuenta de AWS de la empresa alcancen el 80% de sus cuotas de servicio. ¿Qué servicio de AWS debería utilizar la empresa para cumplir con este requisito?,"A. AWS CloudTrail.
B. AWS Trusted Advisor.
C. Configuración de AWS.
D. Amazon Inspector.",B. AWS Trusted Advisor.,"Las cuotas de servicio son la cantidad máxima de recursos que puede crear en una cuenta de AWS. AWS implementa cuotas para brindar un servicio confiable y de alta disponibilidad a todos los clientes, y lo protege contra gastos no intencionales. Trusted Advisor le notificará una vez que alcance más del 80 % de la cuota de servicio. Luego puede seguir las recomendaciones para eliminar recursos o solicitar un aumento de cuota.","https://aws.amazon.com/premiumsupport/technology/trusted-advisor/#:~:text=AWS%20Trusted%20Advisor%20provides%20recommendations,costs%2C%20and%20monitor%20service%20quotas."
372,¿Qué pilar del marco de buena arquitectura de AWS se centra en la capacidad de una carga de trabajo para realizar su función prevista de manera correcta y consistente en el momento esperado?,"A. Eficiencia del desempeño.
B. Excelencia operativa.
C. Confiabilidad.
D. Seguridad.",C. Confiabilidad.,El pilar Confiabilidad abarca la capacidad de una carga de trabajo para realizar su función prevista de manera correcta y consistente cuando se espera que lo haga. Esto incluye la capacidad de operar y probar la carga de trabajo durante todo su ciclo de vida. Este documento proporciona orientación detallada sobre las mejores prácticas para implementar cargas de trabajo confiables en AWS.,https://docs.aws.amazon.com/wellarchitected/latest/framework/reliability.html
373,¿Qué herramienta de AWS actúa como firewall para controlar el tráfico que entra y sale de las subredes dentro de una VPC?,"A. Grupo de seguridad.
B. Tabla de rutas.
C. Punto final de la VPC.
D. Lista de control de acceso a la red (ACL).",D. Lista de control de acceso a la red (ACL).,Una lista de control de acceso a la red (ACL) permite o niega tráfico entrante o saliente específico a nivel de subred. Puede utilizar la ACL de red predeterminada para su VPC o puede crear una ACL de red personalizada para su VPC con reglas similares a las reglas para sus grupos de seguridad para agregar una capa adicional de seguridad a su VPC.,https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html
374,Una empresa ejecuta una base de datos PostgreSQL estándar en sus instalaciones. La empresa está migrando la base de datos a la nube de AWS y no quiere cambiar las consultas que acceden a la base de datos. La empresa debe maximizar el rendimiento de la consulta. ¿Qué servicio de AWS cumplirá con estos requisitos?,"A. Amazon RDS para PostgreSQL.
B. Amazon Aurora PostgreSQL.
C. Amazon DocumentDB (con compatibilidad con MongoDB).
D. Amazon DynamoDB.",A. Amazon RDS para PostgreSQL.,"Aurora es totalmente compatible con MySQL y PostgreSQL, lo que permite ejecutar aplicaciones y herramientas existentes sin necesidad de modificaciones. Las pruebas en puntos de referencia estándar como SysBench han mostrado un aumento en el rendimiento de hasta 5 veces más que MySQL y 3 veces más que PostgreSQL en hardware similar. Aurora utiliza una variedad de técnicas de software y hardware para garantizar que el motor de la base de datos pueda utilizar completamente la computación, la memoria y las redes disponibles. Las operaciones de E/S utilizan técnicas de sistemas distribuidos, como quórums, para mejorar la coherencia del rendimiento.",https://aws.amazon.com/rds/aurora/features/#Migration_Support
375,Una empresa necesita utilizar el aprendizaje automático y la coincidencia de patrones para identificar y proteger los datos confidenciales que la empresa almacena en la nube de AWS. ¿Qué servicio de AWS cumplirá con estos requisitos?,"A. Amazon Inspector.
B. Amazonas mate.
C. Amazon GuardDuty.
D. Gerente de auditoría de AWS.",B. Amazonas mate.,Amazon Macie es un servicio de seguridad de datos que utiliza aprendizaje automático (ML) y coincidencia de patrones para descubrir y ayudar a proteger sus datos confidenciales.,https://aws.amazon.com/macie/
376,Una empresa quiere ofrecer canales directos de teléfono y chat para atención al cliente. La empresa necesita una solución de pago por uso que los agentes remotos de servicio al cliente puedan utilizar para crear y gestionar flujos de contactos de voz y chat. ¿Qué servicio de AWS cumplirá con estos requisitos?,"A. Amazon EventBridge (Amazon CloudWatch Events).
B. Conexión de Amazon.
C. Amazon Cognito.
D. Conexión directa de AWS.",B. Conexión de Amazon.,"Amazon Connect es un centro de contacto en la nube de pago por uso. No se requieren tarifas mensuales mínimas, compromisos a largo plazo ni cargos por licencia por adelantado, y el precio no se basa en la capacidad máxima, los puestos de agente o el mantenimiento; solo paga por lo que usas. Amazon Connect ofrece capacidades para su centro de contacto y espacio de trabajo de agentes, que incluyen pronósticos, planificación de capacidad y programación de campañas salientes, así como voz, chat, tareas, perfiles de clientes, lentes de contacto, identificación de voz, sabiduría y casos y guías.",https://aws.amazon.com/connect/pricing/
377,Una empresa ha adquirido varias otras empresas. Todas las empresas alojan su infraestructura de TI en la nube de AWS. ¿Qué servicio de AWS debería utilizar la empresa adquirente para centralizar la gestión de cuentas?,"A. Gerente de sistemas AWS.
B. Organizaciones de AWS.
C. AWS Security Hub.
D. Espacios de trabajo de Amazon.",B. Organizaciones de AWS.,"AWS Organizations es un servicio de administración de cuentas que le permite consolidar varias cuentas de AWS en una organización que usted crea y administra de forma centralizada. AWS Organizations incluye capacidades de administración de cuentas y Facturación consolidada (Consolidated billing) que le permiten satisfacer mejor las necesidades presupuestarias, de seguridad y de cumplimiento de su empresa. Como administrador de una organización, puede crear cuentas en su organización e invitar a cuentas existentes a unirse a la organización.",https://docs.aws.amazon.com/organizations/latest/userguide/orgs_introduction.html
378,Una empresa utiliza AWS para toda su infraestructura de TI. Los desarrolladores de la empresa pueden implementar aplicaciones por su cuenta. Los desarrolladores quieren implementar sus aplicaciones sin tener que aprovisionar ellos mismos la infraestructura. ¿Qué servicio de AWS deberían utilizar los desarrolladores para cumplir con estos requisitos?,"A. AWS CloudFormation.
B. Construcción de código de AWS.
C. AWS Elastic Beanstalk.
D. AWS CodeDeploy.",C. AWS Elastic Beanstalk.,"AWS Elastic Beanstalk facilita aún más a los desarrolladores la implementación y administración rápida de aplicaciones en la nube de AWS. Los desarrolladores simplemente cargan su aplicación y Elastic Beanstalk maneja automáticamente los detalles de implementación de aprovisionamiento de capacidad, equilibrio de carga, escalamiento automático y monitoreo del estado de la aplicación.",https://aws.amazon.com/elasticbeanstalk/faqs/
379,Una empresa necesita analizar su entorno de nube de AWS para determinar si sigue las mejores prácticas de seguridad. La empresa quiere recomendaciones sobre cómo cerrar las brechas de seguridad. ¿Qué servicio de AWS debería utilizar la empresa para obtener estas recomendaciones?,"A. AWS WAF.
B. Administrador de sistemas AWS.
C. AWS Trusted Advisor.
D. AWS Shield.",C. AWS Trusted Advisor.,"AWS Trusted Advisor proporciona recomendaciones que le ayudarán a seguir las mejores prácticas de AWS. Trusted Advisor evalúa su cuenta mediante cheques. Estas comprobaciones identifican formas de optimizar su infraestructura de AWS, mejorar la seguridad y el rendimiento, reducir costos y monitorear las cuotas de servicios. Luego podrá seguir las recomendaciones para optimizar sus servicios y recursos. Los clientes de AWS Basic Support y AWS Developer Support pueden acceder a comprobaciones de seguridad principales y comprobaciones de cuotas de servicio. Los clientes de AWS Business Support y AWS Enterprise Support pueden acceder a todas las comprobaciones, incluidas la optimización de costos, la seguridad, la tolerancia a fallas, el rendimiento y las cuotas de servicio. Para obtener una lista completa de comprobaciones y descripciones, consulte las mejores prácticas de Trusted Advisor.",https://aws.amazon.com/premiumsupport/technology/trusted-advisor/
380,Una empresa utiliza AWS Identity and Access Management (IAM). ¿Quién puede administrar las claves de acceso del usuario raíz de la cuenta de AWS?,"A. Usuarios de IAM en la misma cuenta a los que se les ha concedido permiso.
B. Roles de IAM en cualquier cuenta a la que se le haya concedido permiso.
C. Usuarios y roles de IAM a los que se les ha concedido permiso.
D. El propietario de la cuenta de AWS.",D. El propietario de la cuenta de AWS.,,https://docs.aws.amazon.com/accounts/latest/reference/root-user-access-key.html
381,Una empresa necesita un sistema de archivos NFS administrado que pueda utilizar con sus recursos informáticos de AWS. ¿Qué servicio o característica de AWS cumplirá con estos requisitos?,"A. Amazon Elastic Block Store (Amazon EBS).
B. Puerta de enlace de cintas de AWS Storage Gateway.
C. Recuperación flexible de Amazon S3 Glacier.
D. Sistema de archivos elástico de Amazon (Amazon EFS).",D. Sistema de archivos elástico de Amazon (Amazon EFS).,"Amazon Elastic File System (EFS) está diseñado para proporcionar almacenamiento de archivos totalmente elástico y sin servidor que le permite compartir datos de archivos sin aprovisionar ni administrar la capacidad y el rendimiento del almacenamiento. Un sistema de archivos de Amazon EFS crece y se reduce automáticamente a medida que agrega y elimina archivos, por lo que no necesita administrar la adquisición o el aprovisionamiento de almacenamiento.",https://aws.amazon.com/efs/faq/
382,¿Cuál es la mejor práctica de seguridad con respecto a los datos confidenciales almacenados en Amazon S3?,"A. Habilite la replicación entre regiones en el depósito de S3.
B. Habilite el cifrado del lado del servidor S3 en el depósito de S3.
C. Configure AWS WAF para evitar el acceso no autorizado al depósito S3.
D. Configure Amazon GuardDuty para evitar el acceso no autorizado al depósito de S3.",B. Habilite el cifrado del lado del servidor S3 en el depósito de S3.,"Cifrado del lado del servidor: cuando utiliza el cifrado del lado del servidor, Amazon S3 cifra sus objetos antes de guardarlos en discos en sus centros de datos y luego los descifra cuando los descarga. El cifrado del lado del servidor puede ayudar a reducir el riesgo para sus datos al cifrarlos con una clave que se almacena en un mecanismo diferente al mecanismo que almacena los datos en sí.","https://docs.aws.amazon.com/AmazonS3/latest/userguide/security-best-practices.html#:~:text=Server%2Dside%20encryption%20%E2%80%93%20Cuando,almacena%20the %20datos%20en sí."
383,Una aplicación requiere una base de datos que ofrezca un rendimiento constante y una latencia que pueda medirse en milisegundos de un solo dígito. ¿Qué servicio de AWS cumple con estos requisitos?,"A. Amazon DynamoDB.
B. Amazon RDS.
C. Desplazamiento al Amazon Redshift.
D. EMR de Amazon.",A. Amazon DynamoDB.,"Amazon DynamoDB está diseñado para ejecutar aplicaciones de alto rendimiento a escala de Internet que sobrecargarían las bases de datos relacionales tradicionales. Con más de diez años de inversión pionera en innovación, Amazon DynamoDB ofrece escalabilidad ilimitada con un rendimiento constante de milisegundos de un solo dígito y una disponibilidad de hasta el 99,999 %.",https://aws.amazon.com/dynamodb/features/#Performance_at_scale
384,Una empresa necesita bloquear los ataques de inyección SQL. ¿Qué servicio o característica de AWS proporciona esta funcionalidad?,"A. AWS WAF.
B. ACL de red.
C. Security groups.
D. AWS Trusted Advisor.",A. AWS WAF.,"AWS WAF es un firewall de aplicaciones web que ayuda a proteger las aplicaciones web de ataques al permitirle configurar reglas que permiten, bloquean o monitorean (cuentan) solicitudes web según las condiciones que usted defina. Estas condiciones incluyen direcciones IP, encabezados HTTP, cuerpo HTTP, cadenas URI, inyección SQL y secuencias de comandos entre sitios.",https://aws.amazon.com/waf/faqs/
385,"Una empresa quiere que sus instancias Amazon EC2 funcionen en un entorno de alta disponibilidad, incluso si ocurre un desastre natural en un área geográfica particular. ¿Qué solución logra este objetivo?","A. Usar instancias EC2 en una única zona de disponibilidad.
B. Utilice instancias EC2 en varias regiones de AWS.
C. Utilice instancias EC2 en múltiples ubicaciones de borde.
D. Utilice Amazon CloudFront con las instancias EC2 configuradas como origen.",B. Utilice instancias EC2 en varias regiones de AWS.,"El uso de instancias EC2 en múltiples regiones de AWS garantiza una alta disponibilidad incluso en caso de un desastre natural en un área geográfica particular. Si una región deja de funcionar debido a un desastre, las instancias de otras regiones seguirán funcionando normalmente, brindando un servicio ininterrumpido a los clientes. Esta solución proporciona un mayor nivel de tolerancia a fallas y capacidad de recuperación ante desastres, en comparación con el uso de instancias EC2 en una única zona de disponibilidad o en múltiples ubicaciones de borde.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/39/
386,Tratar la infraestructura como código en la nube de AWS permite a los usuarios:,"A. automatizar la migración de hardware local a los centros de datos de AWS.
B. permitir que un tercero automatice una auditoría de la infraestructura de AWS.
C. entregar el código de la aplicación a AWS para que pueda ejecutarse en la infraestructura de AWS.
D. automatizar el proceso de aprovisionamiento de infraestructura.",D. automatizar el proceso de aprovisionamiento de infraestructura.,"Practicar la infraestructura como código significa aplicar el mismo rigor del desarrollo de código de aplicación al aprovisionamiento de infraestructura. Todas las configuraciones deben definirse de forma declarativa y almacenarse en un sistema de control de código fuente como AWS CodeCommit, al igual que el código de la aplicación. El aprovisionamiento, la orquestación y la implementación de la infraestructura también deben respaldar el uso de la infraestructura como código.",https://docs.aws.amazon.com/whitepapers/latest/introduction-devops-aws/infrastructure-as-code.html
